"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.951116591E0,-1.801829934E-1,-2.234799974E-2,1.271301985E0
1.956139096E0,3.677229881E-1,-2.334730029E-1,2.001717091E0
1.961161608E0,2.359990031E-1,-1.634850055E-1,1.650272012E0
1.966184240E0,5.661060214E-1,-3.146150112E-1,2.520062923E0
1.971206837E0,4.584789872E-1,-2.453619987E-1,2.312939882E0
1.976229407E0,2.179110050E-1,-3.183090091E-1,2.795286894E0
1.981251988E0,4.768170118E-1,-2.915300131E-1,2.672128916E0
1.986274483E0,-2.306039929E-1,-2.867589891E-1,2.958388090E0
1.991296997E0,-2.187200077E-2,-2.553330064E-1,2.855132103E0
1.996319584E0,-2.554950118E-1,-3.239080012E-1,2.907418013E0
2.001342149E0,-2.835040092E-1,-2.616209984E-1,2.974632978E0
2.006364635E0,-4.914800078E-2,-2.802869976E-1,2.774784088E0
2.011387147E0,-1.233979985E-1,-2.985079885E-1,2.882949114E0
2.016409783E0,2.238280028E-1,-2.626279891E-1,2.469274998E0
2.021432380E0,8.142799884E-2,-2.746810019E-1,2.603219986E0
2.026454945E0,2.110390067E-1,-1.493480057E-1,2.241971016E0
2.031477526E0,2.257419974E-1,-2.250899971E-1,2.363405943E0
2.036500040E0,1.311489940E-1,-7.469800115E-2,1.937970996E0
2.041522554E0,1.976989955E-1,-1.182909980E-1,2.099893093E0
2.046545176E0,-9.264600277E-2,-5.665399879E-2,1.750663042E0
2.051567773E0,9.000000358E-2,-8.983299881E-2,1.890174985E0
2.056590348E0,-2.803350091E-1,6.324499846E-2,1.625288963E0
2.061612929E0,-9.379799664E-2,-2.861200087E-2,1.742815971E0
2.066635415E0,-5.566570163E-1,2.405699939E-1,1.191192031E0
2.071657929E0,-3.135530055E-1,1.136339977E-1,1.422049999E0
2.076680503E0,-3.911229968E-1,1.287019998E-1,9.307000041E-1
2.081703068E0,-4.813289940E-1,2.130970061E-1,9.937940240E-1
2.086725687E0,1.878540069E-1,-2.315579951E-1,1.497223973E0
2.091748294E0,-7.724100351E-2,1.420509964E-1,9.496440291E-1
2.096770782E0,4.539400041E-1,-1.044422030E0,2.784998894E0
2.101793301E0,2.560339868E-1,-4.273590147E-1,2.123620987E0
2.106815882E0,1.504579931E-1,-1.602355957E0,3.998353004E0
2.111838448E0,2.135269940E-1,-1.059504032E0,3.368012905E0
2.116860943E0,-3.028349876E-1,-1.852825046E0,4.735344887E0
2.121883455E0,-1.309169978E-1,-1.385239959E0,4.373330116E0
2.126906124E0,-7.341880202E-1,-1.751587987E0,4.972663879E0
2.131928721E0,-5.992199779E-1,-1.500187039E0,4.877474785E0
2.136951305E0,-7.874019742E-1,-1.495825052E0,4.481428146E0
2.141973886E0,-7.828590274E-1,-1.401864052E0,4.804234028E0
2.146996377E0,-4.960159957E-1,-1.143690944E0,3.591376066E0
2.152018891E0,-7.080209851E-1,-1.148725986E0,4.102620125E0
2.157041513E0,7.576200366E-2,-7.173140049E-1,2.467206001E0
2.162064110E0,-2.109089941E-1,-8.796529770E-1,2.993294954E0
2.167086675E0,1.433939934E-1,-2.974700034E-1,1.434934974E0
2.172109256E0,6.431899965E-2,-4.828079939E-1,1.972545028E0
2.177131837E0,-7.046999875E-3,-8.602999896E-2,7.601540089E-1
2.182154377E0,3.253500164E-2,3.625380099E-1,-4.685490131E-1
2.187176958E0,-1.192770004E-1,6.157999858E-2,8.679799736E-2
2.192199451E0,2.812159956E-1,5.068569779E-1,-1.215144038E0
2.197221967E0,-7.733199745E-2,4.112469852E-1,-8.936150074E-1
2.202244553E0,5.755640268E-1,4.576410055E-1,-1.748826981E0
2.207267119E0,2.213940024E-1,4.072369933E-1,-1.494882941E0
2.212289638E0,8.266310096E-1,3.825190067E-1,-2.051923037E0
2.217312150E0,4.668959975E-1,4.114370048E-1,-1.955968976E0
2.222334758E0,9.791849852E-1,1.662790030E-1,-1.805119038E0
2.227357355E0,7.388139963E-1,3.307870030E-1,-1.997146964E0
2.232379930E0,4.510729909E-1,1.221389994E-1,-1.274590969E0
2.237402511E0,6.656349897E-1,2.046180069E-1,-1.524024010E0
2.242424997E0,-2.412949950E-1,1.442500055E-1,-1.034440994E0
2.247447511E0,4.476999864E-2,2.441329956E-1,-1.084758997E0
2.252470177E0,-6.450539827E-1,2.487969995E-1,-9.944769740E-1
2.257492774E0,-3.284429908E-1,2.015029937E-1,-1.032364011E0
2.262515208E0,-9.041650295E-1,3.765510023E-1,-1.259662986E0
2.267537694E0,-6.502190232E-1,3.052400053E-1,-1.046048999E0
2.272560326E0,-7.764629722E-1,5.075939894E-1,-1.939067006E0
2.277582918E0,-7.104030252E-1,3.367640078E-1,-1.572281957E0
2.282605499E0,-4.679610133E-1,5.555419922E-1,-2.662492990E0
2.287628079E0,-5.543029904E-1,3.797509968E-1,-2.304738045E0
2.292650703E0,-5.035600066E-2,5.517939925E-1,-3.181802034E0
2.297673311E0,-2.794249952E-1,3.355830014E-1,-2.925606012E0
2.302695765E0,2.464639992E-1,6.508790255E-1,-3.966825962E0
2.307718284E0,4.183999822E-2,3.088639975E-1,-3.528100014E0
2.312740870E0,2.437449992E-1,6.074360013E-1,-4.763623238E0
2.317763436E0,2.047500014E-2,2.612229884E-1,-4.355593204E0
2.322785902E0,2.560769916E-1,5.089250207E-1,-5.317144871E0
2.327808414E0,4.971599951E-2,1.046869978E-1,-5.054431915E0
2.332831051E0,7.130000158E-4,2.469609976E-1,-5.388261795E0
2.337853648E0,-1.150999963E-1,-3.009000048E-2,-5.286333084E0
2.342876238E0,-3.655669987E-1,-2.161210030E-1,-4.721023083E0
2.347898819E0,-3.125939965E-1,-3.232980072E-1,-5.124996185E0
2.352921320E0,-6.748080254E-1,-5.514900088E-1,-3.566813946E0
2.357943834E0,-5.500109792E-1,-5.666800141E-1,-4.086956978E0
2.362966456E0,-8.949220181E-1,-8.065980077E-1,-2.515332937E0
2.367989053E0,-6.624720097E-1,-7.247269750E-1,-3.066018105E0
2.373011478E0,-8.648530245E-1,-9.088379741E-1,-1.544041991E0
2.378033964E0,-7.601010203E-1,-7.847290039E-1,-2.016211987E0
2.383056587E0,-8.472719789E-1,-7.906699777E-1,-7.165380120E-1
2.388079179E0,-6.876400113E-1,-7.750840187E-1,-1.126678944E0
2.393101755E0,-5.669720173E-1,-7.193970084E-1,-1.480409950E-1
2.398124335E0,-6.383939981E-1,-6.184830070E-1,-4.021039903E-1
2.403146964E0,-3.379220068E-1,-5.083479881E-1,1.593099907E-2
2.408169572E0,-2.672399879E-1,-6.113510132E-1,-1.158860028E-1
2.413192055E0,-6.328259706E-1,-2.848590016E-1,1.949339956E-1
2.418214574E0,-3.963060081E-1,-3.578880131E-1,1.487199962E-1
2.423237160E0,-8.619790077E-1,-1.800920069E-1,1.744209975E-1
2.428259726E0,-6.801970005E-1,-2.583889961E-1,1.855559945E-1
2.433282197E0,-7.213230133E-1,-1.773979962E-1,4.782930017E-1
2.438304709E0,-6.813449860E-1,-1.465100050E-1,2.709969878E-1
2.443327336E0,-3.733179867E-1,-2.440550029E-1,1.027513027E0
2.448349933E0,-4.648199975E-1,-1.948010027E-1,7.147079706E-1
2.453372513E0,-3.813999891E-2,-3.383890092E-1,1.615391016E0
2.458395094E0,-1.355710030E-1,-2.198060006E-1,1.336163998E0
2.463417575E0,1.768700033E-2,-3.895429969E-1,1.869490981E0
2.468440089E0,2.859899960E-2,-3.203040063E-1,1.763046980E0
2.473462652E0,8.485600352E-2,-3.430129886E-1,1.711475015E0
2.478485217E0,-2.874900028E-2,-3.488419950E-1,1.854338050E0
2.483507841E0,2.579349875E-1,-4.240309894E-1,1.525586963E0
2.488530448E0,7.301700115E-2,-3.440879881E-1,1.565377951E0
2.493552931E0,6.267570257E-1,-5.397499800E-1,1.570376039E0
2.498575450E0,3.163419962E-1,-4.105210006E-1,1.518035054E0
2.503598020E0,1.012143016E0,-6.024640203E-1,1.795245051E0
2.508620586E0,6.688939929E-1,-4.905390143E-1,1.656566024E0
2.513643210E0,8.811789751E-1,-5.719630122E-1,2.079344988E0
2.518665817E0,8.689529896E-1,-5.152209997E-1,1.962399006E0
2.523688296E0,2.901900113E-1,-4.372200072E-1,2.078557014E0
2.528710815E0,5.493400097E-1,-4.286209941E-1,2.101591110E0
2.533733391E0,-2.861289978E-1,-2.079299986E-1,1.957465053E0
2.538755957E0,-3.945000097E-2,-2.532640100E-1,1.974393964E0
2.543778447E0,-3.856300116E-1,-2.262129933E-1,2.029541969E0
2.548800959E0,-2.439990044E-1,-1.218009964E-1,1.920560002E0
2.553823610E0,-4.381479919E-1,-2.151840031E-1,2.287576914E0
2.558846207E0,-2.350630015E-1,-1.597920060E-1,2.159919977E0
2.563868792E0,-5.319470167E-1,-1.487700045E-1,2.146801949E0
2.568891373E0,-4.003770053E-1,-1.070799977E-1,2.268161058E0
2.573913988E0,-3.417510092E-1,-8.043400198E-2,1.662853003E0
2.578936597E0,-3.452480137E-1,-6.159000099E-2,1.896723032E0
2.583959029E0,-4.144600034E-2,-1.322010010E-1,1.438384056E0
2.588981517E0,-1.782449931E-1,-2.589300089E-2,1.501428008E0
2.594004167E0,1.154680029E-1,-3.059670031E-1,1.509598970E0
2.599026760E0,5.159199983E-2,-1.170760021E-1,1.440289974E0
2.604049231E0,1.522890031E-1,-5.975689888E-1,1.913166046E0
2.609071748E0,8.666600287E-2,-2.602899969E-1,1.653691053E0
2.614094334E0,2.717539966E-1,-9.705730081E-1,2.543994904E0
2.619116899E0,1.975940019E-1,-5.840520263E-1,2.194652081E0
2.624139389E0,1.454380006E-1,-9.236099720E-1,3.237623930E0
2.629161901E0,1.780990064E-1,-7.066029906E-1,2.901123047E0
2.634184538E0,6.914000213E-2,-9.769489765E-1,3.503360987E0
2.639207135E0,9.867399931E-2,-7.097870111E-1,3.423775911E0
2.644229719E0,8.555500209E-2,-8.497760296E-1,3.027838945E0
2.649252300E0,8.605699986E-2,-7.550380230E-1,3.329369068E0
2.654274930E0,2.162680030E-1,-5.973839760E-1,2.034910917E0
2.659297539E0,1.792699993E-1,-5.887600183E-1,2.601603031E0
2.664320021E0,2.889159918E-1,-2.982540131E-1,1.152616978E0
2.669342541E0,2.081470042E-1,-3.715110123E-1,1.576392055E0
2.674365150E0,2.617259920E-1,-2.090799995E-2,7.037600130E-2
2.679387716E0,2.912110090E-1,-1.251430064E-1,6.427940130E-1
2.684410220E0,2.097209990E-1,1.826979965E-1,-9.180650115E-1
2.689432732E0,1.923059970E-1,4.770600051E-2,-4.485749900E-1
2.694455350E0,2.296900004E-1,3.710860014E-1,-1.784446955E0
2.699477947E0,1.898609996E-1,2.668339908E-1,-1.405817986E0
2.704500506E0,3.901639879E-1,4.120019972E-1,-2.315470934E0
2.709523087E0,2.181999981E-1,3.925600052E-1,-2.070457935E0
2.714545717E0,7.809929848E-1,3.470579982E-1,-2.156338930E0
2.719568326E0,5.439569950E-1,3.317349851E-1,-2.319438934E0
2.724590808E0,4.677160084E-1,3.529779911E-1,-1.623188972E0
2.729613328E0,5.575450063E-1,4.134599864E-1,-1.892053008E0
2.734635914E0,-4.295299947E-2,2.868419886E-1,-1.144796968E0
2.739658480E0,1.953299940E-1,3.275110126E-1,-1.393918991E0
2.744681094E0,-5.918300152E-1,2.791369855E-1,-5.450720191E-1
2.749703701E0,-2.882690132E-1,3.614239991E-1,-8.465390205E-1
2.754726184E0,-7.119870186E-1,2.001709938E-1,-1.793889999E-1
2.759748703E0,-6.108930111E-1,3.078790009E-1,-3.274689913E-1
2.764771280E0,-5.277730227E-1,1.858009994E-1,-1.591989994E-1
2.769793846E0,-5.491930246E-1,2.149859965E-1,-1.460880041E-1
2.774816340E0,-1.334879994E-1,3.930389881E-1,-6.310520172E-1
2.779838852E0,-2.232050002E-1,2.006119937E-1,-3.160519898E-1
2.784861455E0,5.947000161E-2,6.995069981E-1,-1.696046948E0
2.789884052E0,2.740000002E-2,4.108600020E-1,-1.131991029E0
2.794906647E0,1.665560007E-1,9.130669832E-1,-2.647851944E0
2.799929228E0,1.644629985E-1,6.024439931E-1,-2.211045027E0
2.804951718E0,3.510160148E-1,9.160709977E-1,-3.176403046E0
2.809974232E0,3.075740039E-1,6.509490013E-1,-2.972661972E0
2.814996818E0,9.856300056E-2,9.336649776E-1,-3.469755888E0
2.820019383E0,2.926790118E-1,6.084889770E-1,-3.313064098E0
2.825041883E0,-7.581599802E-2,7.707470059E-1,-3.604500055E0
2.830064395E0,8.578900248E-2,5.378360152E-1,-3.529308081E0
2.835087027E0,-3.426829875E-1,6.355900168E-1,-3.267996073E0
2.840109624E0,-7.349800318E-2,4.287370145E-1,-3.465440035E0
2.845132199E0,-4.954299927E-1,4.304879904E-1,-2.973581076E0
2.850154780E0,-3.133609891E-1,3.078429997E-1,-3.055027008E0
2.855177395E0,-3.331449926E-1,2.936350107E-1,-2.571362972E0
2.860200004E0,-3.023039997E-1,1.587599963E-1,-2.768563986E0
2.865222486E0,1.865079999E-1,1.379050016E-1,-2.027235985E0
2.870245006E0,-5.555799976E-2,8.920700103E-2,-2.259020090E0
2.875267587E0,4.151499867E-1,-8.838900179E-2,-1.444231033E0
2.880290153E0,2.906009853E-1,-1.025680006E-1,-1.773123026E0
2.885312777E0,4.857659936E-1,-2.257360071E-1,-9.399999976E-1
2.890335384E0,3.789019883E-1,-2.410040051E-1,-1.144430995E0
2.895357888E0,4.859220088E-1,-2.365179956E-1,-7.960050106E-1
2.900380407E0,4.207719862E-1,-3.134540021E-1,-8.311889768E-1
2.905403002E0,3.540430069E-1,-1.743409932E-1,-7.874490023E-1
2.910425568E0,4.085519910E-1,-2.812559903E-1,-7.784140110E-1
2.915448044E0,-8.675999939E-2,1.619900018E-2,-8.527629972E-1
2.920470556E0,1.831540018E-1,-1.899189949E-1,-7.947139740E-1
2.925493192E0,-3.108370006E-1,1.558700018E-2,-7.373390198E-1
2.930515788E0,-2.029719949E-1,-8.721899986E-2,-7.753919959E-1
2.935538378E0,-2.485200018E-1,3.370400146E-2,-3.562279940E-1
2.940560959E0,-2.051360011E-1,-5.209200084E-2,-5.260609984E-1
2.945583445E0,-3.941899911E-2,-2.747900039E-2,-4.341499880E-2
2.950605959E0,-9.979599714E-2,-5.548899993E-2,-1.626430005E-1
2.955628610E0,1.096099988E-1,-1.238400023E-2,1.943369955E-1
2.960651207E0,6.272800267E-2,-5.153999850E-2,6.716900319E-2
2.965673787E0,1.429850012E-1,-1.614820063E-1,5.041720271E-1
2.970696368E0,1.017479971E-1,-9.310899675E-2,2.934370041E-1
2.975718835E0,2.508080006E-1,-4.187270105E-1,1.128350019E0
2.980741349E0,1.353610009E-1,-2.118559927E-1,7.614369988E-1
2.985763971E0,2.339500040E-1,-5.872200131E-1,1.777009964E0
2.990786568E0,2.031529993E-1,-4.098770022E-1,1.459619045E0
2.995809148E0,1.320710033E-1,-7.906219959E-1,2.368228912E0
3.000831729E0,1.355870068E-1,-5.805569887E-1,2.033329964E0
3.005854234E0,4.893299937E-2,-8.668680191E-1,2.625718117E0
3.010876748E0,4.347600043E-2,-6.932970285E-1,2.526752949E0
3.015899334E0,-1.943580061E-1,-7.934290171E-1,2.611511946E0
3.020921899E0,-5.730799958E-2,-6.800559759E-1,2.610075951E0
3.025944508E0,-4.235289991E-1,-6.165519953E-1,2.299604893E0
3.030967115E0,-2.840310037E-1,-5.791029930E-1,2.451570034E0
3.035989589E0,-5.290290117E-1,-4.557060003E-1,2.136841059E0
3.041012108E0,-4.329600036E-1,-4.055469930E-1,2.186391115E0
3.046034689E0,-6.300839782E-1,-3.202899992E-1,2.080629110E0
3.051057255E0,-4.709860086E-1,-2.778919935E-1,2.079731941E0
3.056079730E0,-7.677900195E-1,-1.166020036E-1,1.820302963E0
3.061102242E0,-6.104919910E-1,-1.200029999E-1,1.983418941E0
3.066124864E0,-7.271929979E-1,5.651900172E-2,1.335962057E0
3.071147461E0,-6.421769857E-1,2.790600061E-2,1.551260948E0
3.076170017E0,-3.935190141E-1,4.506399855E-2,1.184633017E0
3.081192598E0,-5.348640084E-1,1.603679955E-1,1.186939001E0
3.086215213E0,2.115000039E-3,1.789700054E-2,1.490736961E0
3.091237822E0,-2.281910032E-1,1.703899950E-1,1.269812942E0
3.096260299E0,3.165810108E-1,-6.320750117E-1,2.513040066E0
3.101282819E0,1.056480035E-1,-1.095199957E-2,1.859905005E0
3.106305405E0,5.028299987E-2,-1.188784957E0,4.109175205E0
3.111327971E0,1.327590048E-1,-6.338300109E-1,3.273468971E0
3.116350466E0,-4.158770144E-1,-1.486526966E0,5.351473808E0
3.121372978E0,-3.044080138E-1,-9.711869955E-1,4.798122883E0
3.126395610E0,-5.670620203E-1,-1.573398948E0,5.653194904E0
3.131418206E0,-5.176519752E-1,-1.264799953E0,5.630057812E0
3.136440771E0,-7.643579841E-1,-1.164888978E0,4.862761021E0
3.141463352E0,-6.227909923E-1,-1.191359043E0,5.395340919E0
3.146485833E0,-5.852440000E-1,-7.387250066E-1,3.495625973E0
3.151508347E0,-7.468280196E-1,-7.884119749E-1,4.155491829E0
3.156530934E0,-2.455430031E-1,-2.096460015E-1,1.987691045E0
3.161553499E0,-3.553580046E-1,-5.045179725E-1,2.767501116E0
3.166576123E0,1.144770011E-1,2.099169940E-1,4.707579911E-1
3.171598730E0,-1.824450046E-1,1.677200012E-2,1.178938985E0
3.176621228E0,3.105590045E-1,4.212839901E-1,-5.108510256E-1
3.181643747E0,1.520889997E-1,2.288099974E-1,-1.524100006E-1
3.186666378E0,1.873710006E-1,4.720560014E-1,-8.868309855E-1
3.191688976E0,8.338899910E-2,4.060060084E-1,-7.322630286E-1
3.196711545E0,1.869600080E-2,4.014059901E-1,-1.053084970E0
3.201734127E0,-7.659299672E-2,3.960390091E-1,-1.009165049E0
3.206756608E0,-4.221500084E-2,2.502000034E-1,-9.240670204E-1
3.211779122E0,-1.887309998E-1,3.764179945E-1,-1.037222028E0
3.216801717E0,-1.025199983E-2,1.124819964E-1,-5.401239991E-1
3.221824282E0,-1.280850023E-1,2.701170146E-1,-7.582870126E-1
3.226846897E0,-1.062289998E-1,-5.025099963E-2,1.027719975E-1
3.231869504E0,-7.394500077E-2,1.324409992E-1,-2.211740017E-1
3.236891987E0,-3.274610043E-1,-9.340500087E-2,5.893909931E-1
3.241914506E0,-1.754969954E-1,4.644599929E-2,4.030300081E-1
3.246937092E0,-4.724690020E-1,8.453999646E-3,5.756850243E-1
3.251959658E0,-2.868370116E-1,3.153000027E-3,6.394699812E-1
3.256982162E0,-5.280569792E-1,1.879329979E-1,1.457020044E-1
3.262004674E0,-4.453310072E-1,1.339929998E-1,3.617680073E-1
3.267027306E0,-4.753470123E-1,3.696730137E-1,-6.046599746E-1
3.272049903E0,-3.602100015E-1,1.822820008E-1,-1.616149992E-1
3.277072478E0,-3.891850114E-1,6.330279708E-1,-1.649992943E0
3.282095059E0,-3.671900034E-1,3.692669868E-1,-1.108919024E0
3.287117560E0,-1.066889986E-1,7.128859758E-1,-2.625675917E0
3.292140074E0,-2.087800056E-1,4.991210103E-1,-2.166688919E0
3.297162710E0,-6.215000153E-2,7.459149957E-1,-3.107126951E0
3.302185307E0,-7.628200203E-2,4.577560127E-1,-2.879595995E0
3.307207887E0,3.173699975E-2,6.342459917E-1,-3.778882980E0
3.312230468E0,-4.970899969E-2,4.487429857E-1,-3.412923098E0
3.317252959E0,5.238299817E-2,5.470830202E-1,-4.228957176E0
3.322275473E0,-4.046999849E-3,2.608850002E-1,-4.022554874E0
3.327298099E0,7.330700010E-2,3.092060089E-1,-4.339099884E0
3.332320696E0,-1.171499956E-2,1.675350070E-1,-4.297164917E0
3.337343261E0,1.548160017E-1,-2.915400080E-2,-4.042057991E0
3.342365842E0,2.203500085E-2,-1.273230016E-1,-4.174305916E0
3.347388328E0,-8.630000055E-3,-5.878999829E-2,-3.741621971E0
3.352410842E0,3.863000125E-2,-2.200579941E-1,-3.866060019E0
3.357433470E0,-2.008060068E-1,-1.037330031E-1,-3.603740931E0
3.362456067E0,-1.235999987E-1,-2.444110066E-1,-3.591598034E0
3.367478651E0,-3.062529862E-1,-1.819700003E-1,-3.179042101E0
3.372501232E0,-2.324970067E-1,-2.858400047E-1,-3.490592003E0
3.377523713E0,-4.101170003E-1,-2.093739957E-1,-2.492240906E0
3.382546227E0,-2.991099954E-1,-3.183929920E-1,-2.814529896E0
3.387568814E0,-5.189710259E-1,-2.715499997E-1,-1.771939993E0
3.392591379E0,-3.735600114E-1,-3.213700056E-1,-2.138811111E0
3.397614018E0,-5.622699857E-1,-2.562260032E-1,-1.144186974E0
3.402636625E0,-4.802159965E-1,-3.148730099E-1,-1.426018000E0
3.407659108E0,-5.962579846E-1,-1.815470010E-1,-6.512349844E-1
3.412681627E0,-5.109199882E-1,-2.512769997E-1,-8.772209883E-1
3.417704213E0,-5.623720288E-1,-1.652629972E-1,-2.123309970E-1
3.422726779E0,-5.272340178E-1,-1.985139996E-1,-3.931159973E-1
3.427749397E0,-2.721650004E-1,-1.592900008E-1,2.515299991E-2
3.432772004E0,-4.390110075E-1,-1.893450022E-1,-9.348200262E-2
3.437794497E0,1.748899966E-1,-2.671410143E-1,3.553580046E-1
3.442817016E0,-9.123200178E-2,-2.312619984E-1,1.906509995E-1
3.447839606E0,4.530949891E-1,-3.352299929E-1,6.307079792E-1
3.452862172E0,2.370200008E-1,-2.962400019E-1,5.174160004E-1
3.457884816E0,6.402429938E-1,-4.476909935E-1,7.455840111E-1
3.462907423E0,4.165819883E-1,-3.739689887E-1,6.983669996E-1
3.467929910E0,7.310749888E-1,-4.979450107E-1,7.745869756E-1
3.472952429E0,5.597389936E-1,-4.239310026E-1,8.014659882E-1
3.477975015E0,6.958140135E-1,-5.743910074E-1,7.405160069E-1
3.482997581E0,6.179019809E-1,-5.081160069E-1,7.588359714E-1
3.488020071E0,5.640599728E-1,-6.467900276E-1,8.636339903E-1
3.493042583E0,4.963180125E-1,-5.158619881E-1,7.495589852E-1
3.498065215E0,4.113259912E-1,-6.750100255E-1,1.147003055E0
3.503087812E0,4.408819973E-1,-5.935130119E-1,1.003574014E0
3.508110397E0,3.797549903E-1,-7.624440193E-1,1.443246007E0
3.513132978E0,3.462350070E-1,-5.879679918E-1,1.316264987E0
3.518155588E0,2.049659938E-1,-7.898160219E-1,1.780483961E0
3.523178196E0,2.914899886E-1,-6.173549891E-1,1.514755011E0
3.528200684E0,-1.153030023E-1,-8.101729751E-1,2.595280886E0
3.533223203E0,1.007679999E-1,-6.082670093E-1,2.178817034E0
3.538245803E0,-2.589130104E-1,-8.810719848E-1,3.416594028E0
3.543268369E0,-1.711360067E-1,-6.422680020E-1,3.007932901E0
3.548290859E0,-1.731929928E-1,-8.919919729E-1,3.765017986E0
3.553313371E0,-1.545200050E-1,-7.359150052E-1,3.652544022E0
3.558336013E0,-2.510870099E-1,-6.336709857E-1,3.354127884E0
3.563358610E0,-1.211740002E-1,-7.040039897E-1,3.634834051E0
3.568381170E0,-2.318789959E-1,-4.067380130E-1,2.310187101E0
3.573403751E0,-2.346390039E-1,-4.539330006E-1,2.875222921E0
3.578426352E0,-1.565089971E-1,-1.675300002E-1,1.036290050E0
3.583448961E0,-1.406549960E-1,-2.711589932E-1,1.683462024E0
3.588471388E0,3.460500017E-2,-8.468899876E-2,1.615300030E-2
3.593493876E0,-9.007000178E-2,-1.076089963E-1,4.918569922E-1
3.598516512E0,1.532039940E-1,-9.775300324E-2,-3.898609877E-1
3.603539105E0,9.160099924E-2,-7.929699868E-2,-3.326590061E-1
3.608561586E0,8.507599682E-2,-3.871760070E-1,-6.583999842E-3
3.613584103E0,5.794499815E-2,-7.194100320E-2,-2.857030034E-1
3.618606703E0,-1.015409976E-1,-8.138530254E-1,9.354259968E-1
3.623629269E0,5.989100039E-2,-3.835250139E-1,4.093390107E-1
3.628651892E0,-4.628570080E-1,-1.014014006E0,2.161596060E0
3.633674499E0,-2.176250070E-1,-5.879899859E-1,1.489923954E0
3.638696982E0,-6.741189957E-1,-1.191185951E0,3.192930937E0
3.643719501E0,-4.341570139E-1,-7.945200205E-1,2.713006020E0
3.648742077E0,-7.686179876E-1,-1.162785053E0,3.560760021E0
3.653764643E0,-5.254139900E-1,-9.213929772E-1,3.476962090E0
3.658787263E0,-8.803759813E-1,-8.441770077E-1,3.194081068E0
3.663809870E0,-6.398530006E-1,-8.676170111E-1,3.494261026E0
3.668832353E0,-7.599130273E-1,-3.964700103E-1,2.174309969E0
3.673854872E0,-7.070389986E-1,-4.681650102E-1,2.754856110E0
3.678877457E0,-1.246360019E-1,-2.134199999E-2,7.639780045E-1
3.683900023E0,-3.277300000E-1,-1.908389926E-1,1.514428973E0
3.688922647E0,5.630660057E-1,2.966270149E-1,-4.112299979E-1
3.693945254E0,1.935839951E-1,1.171879992E-1,1.390369982E-1
3.698967718E0,9.063799977E-1,5.406399965E-1,-1.176332951E0
3.703990237E0,6.985170245E-1,3.583300114E-1,-8.720769882E-1
3.709012838E0,5.612149835E-1,7.426170111E-1,-1.561702013E0
3.714035404E0,6.449390054E-1,5.754759908E-1,-1.397264004E0
3.719058027E0,1.846269965E-1,8.053370118E-1,-1.846794009E0
3.724080634E0,2.272599936E-1,7.439900041E-1,-1.752693057E0
3.729103116E0,-1.860200055E-2,7.350140214E-1,-1.705824971E0
3.734125635E0,5.996999890E-2,6.885439754E-1,-1.842916965E0
3.739148217E0,-1.353629977E-1,7.356060147E-1,-1.249477029E0
3.744170783E0,-6.783299893E-2,7.040650249E-1,-1.513017058E0
3.749193273E0,4.188099876E-2,6.647019982E-1,-6.918110251E-1
3.754215785E0,-3.961199895E-2,7.250940204E-1,-9.550759792E-1
3.759238407E0,1.947769970E-1,6.014479995E-1,-2.008520067E-1
3.764261004E0,1.258109957E-1,6.410800219E-1,-4.354709983E-1
3.769283579E0,1.953739971E-1,7.150750160E-1,-6.208400056E-2
3.774306160E0,2.261819988E-1,6.132979989E-1,-8.642099798E-2
3.779328785E0,2.522889972E-1,8.074250221E-1,-2.448260039E-1
3.784351394E0,1.946299970E-1,6.773089767E-1,-1.377149969E-1
3.789373890E0,5.278419852E-1,8.843550086E-1,-6.168649793E-1
3.794396410E0,3.725869954E-1,6.573709846E-1,-3.465909958E-1
3.799419001E0,5.818979740E-1,1.007837057E0,-1.447540998E0
