"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
4.914761449E1,-4.056540132E-1,-2.402810007E-1,4.684120119E-1
4.915263695E1,-2.114530057E-1,-2.690100074E-1,8.380969763E-1
4.915765940E1,-6.044690013E-1,-1.244670004E-1,-2.697240114E-1
4.916268186E1,-4.538829923E-1,-1.991070062E-1,6.680300087E-2
4.916770427E1,-5.907739997E-1,4.279699922E-2,-7.359579802E-1
4.917272670E1,-5.134040117E-1,-4.735000059E-2,-5.572839975E-1
4.917774916E1,-3.672429919E-1,2.838729918E-1,-1.201295972E0
4.918277162E1,-3.337729871E-1,1.039640009E-1,-9.350410104E-1
4.918779408E1,-1.629900001E-2,4.406729937E-1,-1.783193946E0
4.919281654E1,-9.796799719E-2,3.132199943E-1,-1.485389948E0
4.919783901E1,2.729339898E-1,6.301630139E-1,-2.575021982E0
4.920286147E1,2.259960026E-1,3.902670145E-1,-2.174690962E0
4.920788393E1,4.232929945E-1,7.594379783E-1,-3.455924988E0
4.921290639E1,3.660480082E-1,4.852899909E-1,-2.987695932E0
4.921792872E1,4.742029905E-1,7.690809965E-1,-4.401689053E0
4.922295108E1,4.046530128E-1,5.157259703E-1,-3.970735073E0
4.922797356E1,6.846020222E-1,7.186099887E-1,-5.364365101E0
4.923299600E1,4.674269855E-1,4.435600042E-1,-4.840807915E0
4.923801847E1,7.686600089E-1,5.348250270E-1,-6.169106007E0
4.924304093E1,5.517269969E-1,2.439849973E-1,-5.804491997E0
4.924806338E1,6.205499768E-1,2.657859921E-1,-6.734595776E0
4.925308584E1,4.429459870E-1,-5.402000155E-3,-6.447019100E0
4.925810831E1,3.875660002E-1,-1.229619980E-1,-7.027439117E0
4.926313077E1,2.846069932E-1,-3.226580024E-1,-6.875932217E0
4.926815317E1,-1.509670019E-1,-5.219389796E-1,-6.848015785E0
4.927317560E1,5.012999848E-2,-6.429529786E-1,-6.927703857E0
4.927819807E1,-7.000520229E-1,-8.409079909E-1,-6.546516895E0
4.928322052E1,-2.626860142E-1,-9.706540108E-1,-6.691645145E0
4.928824285E1,-6.743360162E-1,-1.102601051E0,-6.334129810E0
4.929326522E1,-4.233660102E-1,-1.141605020E0,-6.380085945E0
4.929828771E1,-4.100109935E-1,-1.108492970E0,-6.334314823E0
4.930331015E1,-2.286899984E-1,-1.234238029E0,-6.308815956E0
4.930833263E1,-1.565659940E-1,-1.094369054E0,-6.326423168E0
4.931335509E1,-4.464900121E-2,-1.215317965E0,-6.320600986E0
4.931837755E1,3.213860095E-1,-1.034049988E0,-6.057967186E0
4.932340001E1,2.719329894E-1,-1.312072039E0,-6.097072124E0
4.932842243E1,5.045750141E-1,-9.071189761E-1,-6.046745777E0
4.933344486E1,4.215750098E-1,-1.186934948E0,-5.946102142E0
4.933846733E1,3.999370039E-1,-9.632959962E-1,-5.998082161E0
4.934348978E1,4.461289942E-1,-1.213546991E0,-6.019017220E0
4.934851222E1,3.444719911E-1,-1.390732050E0,-4.778432846E0
4.935353468E1,2.452740073E-1,-1.260730982E0,-5.542326927E0
4.935855714E1,5.802159905E-1,-1.722015023E0,-3.143577099E0
4.936357960E1,3.376910090E-1,-1.483026028E0,-3.961844921E0
4.936860193E1,4.420099854E-1,-1.688974977E0,-1.841763973E0
4.937362429E1,3.819260001E-1,-1.482715964E0,-2.543697119E0
4.937864677E1,1.147800013E-1,-1.526705980E0,-9.252989888E-1
4.938366922E1,1.789650023E-1,-1.306246042E0,-1.441200972E0
4.938869169E1,-1.673839986E-1,-1.238019943E0,-2.767539918E-1
4.939371415E1,-9.723600000E-2,-1.098955035E0,-6.774830222E-1
4.939873662E1,-1.192379966E-1,-9.970819950E-1,5.117710233E-1
4.940375908E1,-1.955319941E-1,-8.306890130E-1,3.005599976E-2
4.940878151E1,8.482900262E-2,-9.367679954E-1,1.451902032E0
4.941380394E1,-9.734799713E-2,-6.818209887E-1,8.878520131E-1
4.941882640E1,1.938899979E-2,-7.626029849E-1,2.431921959E0
4.942384885E1,2.118699998E-2,-5.773069859E-1,1.932613969E0
4.942887132E1,-1.479229927E-1,-5.351859927E-1,3.170923948E0
4.943389378E1,-1.524589956E-1,-3.810220063E-1,2.832928896E0
4.943891625E1,-8.197899908E-2,-3.999939859E-1,3.934542894E0
4.944393871E1,-1.800930053E-1,-2.050130069E-1,3.468941927E0
4.944896117E1,5.705999956E-2,-3.423700035E-1,4.948072910E0
4.945398363E1,-3.695299849E-2,-9.653799981E-2,4.411837101E0
4.945900596E1,3.877900168E-2,-2.637299895E-1,5.956702232E0
4.946402832E1,-1.217999961E-3,-1.269250065E-1,5.488889217E0
4.946905080E1,-9.716500342E-2,-1.551959962E-1,6.780336857E0
4.947407324E1,-5.798500031E-2,-2.487099916E-2,6.332198143E0
4.947909571E1,1.091110036E-1,-3.610000131E-4,7.458210945E0
4.948411817E1,-5.233399943E-2,2.941500023E-2,7.133944035E0
4.948914065E1,4.515370131E-1,3.193299845E-2,7.648122787E0
4.949416311E1,2.554639876E-1,1.102479994E-1,7.633528233E0
4.949918553E1,6.028109789E-1,1.100900024E-1,7.451517105E0
4.950420796E1,4.974850118E-1,9.223199636E-2,7.636114120E0
4.950923042E1,1.024363995E0,3.599030077E-1,6.465665817E0
4.951425287E1,6.700569987E-1,2.044740021E-1,7.041425228E0
4.951927535E1,1.236021042E0,1.976819932E-1,5.814126968E0
4.952429781E1,1.016154051E0,2.753919959E-1,6.146660805E0
4.952932027E1,9.806740284E-1,-2.649210095E-1,5.722425938E0
4.953434273E1,1.076799035E0,8.574599773E-2,5.683695793E0
4.953936519E1,2.138610035E-1,-9.761279821E-1,6.471397877E0
4.954438765E1,5.495970249E-1,-3.816579878E-1,5.919252872E0
4.954941011E1,-4.522019923E-1,-1.911236048E0,8.016411781E0
4.955443258E1,-1.223509982E-1,-1.243325949E0,7.305465221E0
4.955945490E1,-8.572610021E-1,-2.651525974E0,9.317658424E0
4.956447727E1,-5.061280131E-1,-2.062329054E0,8.655318260E0
4.956949976E1,-8.996880054E-1,-2.889936924E0,9.132170677E0
4.957452220E1,-8.045880198E-1,-2.613181114E0,9.481451988E0
4.957954466E1,-4.572330117E-1,-2.608932972E0,7.851088047E0
4.958456712E1,-5.243790150E-1,-2.657963991E0,8.648620605E0
4.958958954E1,-3.378299996E-2,-2.195977926E0,5.809731007E0
4.959461198E1,-1.852039993E-1,-2.318705082E0,6.841630936E0
4.959963444E1,4.705969989E-1,-1.835240006E0,3.952567101E0
4.960465690E1,2.606070042E-1,-2.006063938E0,4.869699001E0
4.960967934E1,9.537439942E-1,-1.461521029E0,2.247387886E0
4.961470180E1,6.610000134E-1,-1.681365967E0,3.078918934E0
4.961972413E1,1.169857025E0,-9.941499829E-1,4.581690133E-1
4.962474650E1,9.830780029E-1,-1.263434052E0,1.406085014E0
4.962976897E1,1.262738943E0,-6.105949879E-1,-1.351140022E0
4.963479141E1,1.037773967E0,-8.489879966E-1,-5.140320063E-1
4.963981388E1,1.204933047E0,-2.420870066E-1,-2.577208042E0
4.964483633E1,1.048246980E0,-4.657000005E-1,-2.046665907E0
4.964985880E1,9.939079881E-1,-2.668300085E-2,-3.261773109E0
4.965488126E1,8.801180124E-1,-1.476379931E-1,-2.980045080E0
4.965990368E1,6.266589761E-1,2.050050050E-1,-3.484462976E0
4.966492611E1,6.484569907E-1,4.199000075E-2,-3.407392979E0
4.966994858E1,4.478900135E-1,2.611480057E-1,-3.485284090E0
4.967497104E1,3.634920120E-1,1.718409956E-1,-3.530128002E0
4.967999350E1,3.851899877E-2,3.724280000E-1,-3.461384058E0
4.968501596E1,2.218759954E-1,2.156769931E-1,-3.441379070E0
4.969003840E1,-5.865259767E-1,4.799709916E-1,-3.532150030E0
4.969506086E1,-2.692930102E-1,3.385379910E-1,-3.494333029E0
4.970008319E1,-9.062010050E-1,4.420189857E-1,-3.546819925E0
4.970510556E1,-6.175159812E-1,3.315440118E-1,-3.614955902E0
4.971012806E1,-9.232689738E-1,3.677029908E-1,-3.529942989E0
4.971515051E1,-7.220699787E-1,2.865509987E-1,-3.567493916E0
4.972017297E1,-9.080659747E-1,3.799380064E-1,-3.649806976E0
4.972519543E1,-6.798329949E-1,2.048700005E-1,-3.555738926E0
4.973021788E1,-7.334060073E-1,3.303369880E-1,-3.700198889E0
4.973524034E1,-6.200839877E-1,1.746139973E-1,-3.681005955E0
4.974026275E1,-5.836899877E-1,4.933930039E-1,-4.538258076E0
4.974528518E1,-4.815100133E-1,2.596020103E-1,-4.083494186E0
4.975030763E1,-3.722000122E-2,3.468430042E-1,-4.813943863E0
4.975533008E1,-1.428640038E-1,1.087170020E-1,-4.746831894E0
4.976035255E1,1.946499944E-1,3.993099928E-1,-4.951823235E0
4.976537501E1,1.458069980E-1,9.214399755E-2,-4.797994137E0
4.977039749E1,7.766599953E-2,2.413820028E-1,-5.295856953E0
4.977541995E1,1.915110052E-1,-6.740999874E-3,-5.130898952E0
4.978044242E1,-1.021599956E-2,1.351809949E-1,-5.388672829E0
4.978546488E1,1.366890073E-1,-1.514800042E-1,-5.287869930E0
4.979048719E1,-2.218669951E-1,-1.208830029E-1,-5.290507793E0
4.979550956E1,-3.967999946E-3,-3.326410055E-1,-5.367225170E0
4.980053202E1,-2.549340129E-1,-3.222000003E-1,-5.205755234E0
4.980555447E1,-8.076199889E-2,-4.798809886E-1,-5.165276051E0
4.981057693E1,-1.960030049E-1,-5.597209930E-1,-5.202595234E0
4.981559939E1,-1.216999954E-3,-7.113630176E-1,-5.132254124E0
4.982062183E1,-1.962320060E-1,-6.519719958E-1,-5.206037998E0
4.982564426E1,8.666200191E-2,-8.713560104E-1,-5.095038891E0
4.983066674E1,-5.674799904E-2,-6.938059926E-1,-5.382213116E0
4.983568920E1,1.249110028E-1,-9.611300230E-1,-5.222867012E0
4.984071166E1,2.529090047E-1,-8.024100065E-1,-5.377783775E0
4.984573412E1,3.346149921E-1,-1.011412024E0,-5.325147152E0
4.985075646E1,5.977950096E-1,-9.287009835E-1,-5.241502762E0
4.985577883E1,5.898839831E-1,-1.159788013E0,-5.105266094E0
4.986080130E1,9.396550059E-1,-9.902470112E-1,-4.938599110E0
4.986582375E1,8.276640177E-1,-1.272660971E0,-5.069575787E0
4.987084622E1,1.176921010E0,-1.284533978E0,-4.162180901E0
4.987586868E1,9.651780128E-1,-1.264633060E0,-4.519452095E0
4.988089109E1,1.240182042E0,-1.471598983E0,-3.289371014E0
4.988591352E1,1.049046040E0,-1.423570037E0,-3.797894001E0
4.989093604E1,1.106966019E0,-1.443570971E0,-2.370366096E0
4.989595853E1,1.006032944E0,-1.339048028E0,-2.954706907E0
4.990098094E1,7.512670159E-1,-1.583824992E0,-1.026785016E0
4.990600338E1,7.765370011E-1,-1.298045039E0,-1.764142990E0
4.991102585E1,4.425109923E-1,-1.800199986E0,4.413470030E-1
4.991604831E1,4.590109885E-1,-1.370601058E0,-5.015199780E-1
4.992107077E1,-2.773099951E-2,-1.697244048E0,1.870769978E0
4.992609323E1,1.452900022E-1,-1.426187038E0,1.140424013E0
4.993111557E1,-3.153339922E-1,-1.494729996E0,2.551256895E0
4.993613793E1,-2.224169970E-1,-1.222200990E0,2.186609030E0
4.994116041E1,-4.458880126E-1,-1.118924975E0,2.839649916E0
4.994618285E1,-3.968279958E-1,-9.981780052E-1,2.621989965E0
4.995120532E1,-4.575949907E-1,-8.679479957E-1,3.079907894E0
4.995622778E1,-4.195480049E-1,-6.900770068E-1,2.897761106E0
4.996125024E1,-3.479250073E-1,-6.238309741E-1,3.397658110E0
4.996627270E1,-3.638719916E-1,-5.123559833E-1,3.178488016E0
4.997129512E1,-3.260540068E-1,-4.520489872E-1,3.726677895E0
4.997631755E1,-2.868919969E-1,-3.097879887E-1,3.577222109E0
4.998134001E1,-3.580290079E-1,-2.862190008E-1,3.727478027E0
4.998636247E1,-3.099829853E-1,-2.002059966E-1,3.704787016E0
4.999138494E1,-4.353669882E-1,4.157900065E-2,3.480073929E0
4.999640740E1,-3.658289909E-1,-1.440000051E-4,3.649247885E0
5.000142986E1,-6.102199852E-2,2.527999878E-1,3.066261053E0
5.000645232E1,-2.414509952E-1,2.111749947E-1,3.221170902E0
5.001147466E1,4.088700116E-1,6.015059948E-1,2.775679111E0
5.001649702E1,1.799100041E-1,4.661940038E-1,2.933693886E0
5.002151950E1,2.163410038E-1,7.428349853E-1,2.753859997E0
5.002654194E1,3.190340102E-1,7.157890201E-1,2.711103916E0
5.003156438E1,-5.223200098E-2,6.584690213E-1,3.238886118E0
5.003658684E1,-4.686899856E-2,7.920780182E-1,2.900361061E0
5.004160926E1,1.313340068E-1,2.892090082E-1,4.422187805E0
5.004663169E1,-9.374099970E-2,6.371600032E-1,3.690229893E0
5.005165416E1,-4.768599942E-2,-4.890429974E-1,6.092862129E0
5.005667662E1,-2.606300078E-2,2.185650021E-1,5.177021027E0
5.006169908E1,-5.192019939E-1,-1.484907985E0,8.711294174E0
5.006672154E1,-3.307470083E-1,-6.841539741E-1,7.380651951E0
5.007174387E1,-1.319460034E0,-2.376359940E0,1.070833492E1
5.007676624E1,-9.925709963E-1,-1.606840014E0,9.848024368E0
5.008178871E1,-1.870311975E0,-2.679577112E0,1.146276665E1
5.008681116E1,-1.673236012E0,-2.317004919E0,1.126881218E1
5.009183361E1,-1.583843946E0,-2.404994011E0,1.057900715E1
5.009685607E1,-1.850124002E0,-2.419275045E0,1.124920845E1
5.010187853E1,-9.018539786E-1,-1.728487968E0,8.272481918E0
5.010690099E1,-1.152773976E0,-2.044734955E0,9.600134850E0
5.011192344E1,-6.277850270E-1,-9.632560015E-1,5.706048965E0
5.011694590E1,-7.183799744E-1,-1.340538979E0,6.904407978E0
5.012196830E1,-3.271510005E-1,-6.409360170E-1,3.678951979E0
5.012699074E1,-4.650819898E-1,-8.667870164E-1,4.627667904E0
5.013201320E1,-6.653899699E-2,-3.604359925E-1,2.409759998E0
5.013703566E1,-1.634780020E-1,-5.326139927E-1,2.934040070E0
5.014205812E1,-6.022600085E-2,-3.933970034E-1,1.689921975E0
5.014708058E1,-4.887099937E-2,-3.983049989E-1,2.002005100E0
5.015210291E1,-1.722059995E-1,-4.623700082E-1,1.452121019E0
5.015712527E1,-1.796820015E-1,-4.179950058E-1,1.542513013E0
5.016214775E1,-2.491959929E-1,-5.730640292E-1,1.232926011E0
5.016717019E1,-1.895029992E-1,-5.044990182E-1,1.333668947E0
5.017219264E1,-3.314709961E-1,-5.610529780E-1,9.095960259E-1
5.017721510E1,-3.202239871E-1,-5.345640182E-1,1.109053969E0
5.018223756E1,-2.768529952E-1,-5.272030234E-1,3.386769891E-1
5.018726002E1,-3.119809926E-1,-5.256929994E-1,6.246330142E-1
5.019228243E1,-2.036930025E-1,-3.512330055E-1,-2.384999990E-1
5.019730486E1,-2.311570048E-1,-4.430390000E-1,5.687600002E-2
5.020232733E1,-1.319999993E-1,-1.389140040E-1,-9.185500145E-1
5.020734978E1,-8.162499964E-2,-2.788220048E-1,-5.420699716E-1
5.021237224E1,2.009399980E-2,-3.101300076E-2,-1.455755949E0
5.021739470E1,-4.687400162E-2,-1.267929971E-1,-1.256872058E0
5.022241701E1,7.205700129E-2,1.983110011E-1,-2.237452030E0
5.022743938E1,1.031669974E-1,3.479800001E-2,-1.835315943E0
5.023246186E1,2.747280002E-1,3.160099983E-1,-3.034528017E0
5.023748431E1,2.797499895E-1,8.233000338E-2,-2.573400974E0
5.024250677E1,3.822740018E-1,4.050849974E-1,-3.737329960E0
5.024752923E1,3.299719989E-1,1.825779974E-1,-3.412472010E0
5.025255168E1,5.078439713E-1,3.794170022E-1,-4.348302841E0
5.025757414E1,4.114179909E-1,1.906860024E-1,-4.053923130E0
5.026259656E1,7.054359913E-1,3.562709987E-1,-5.031928062E0
5.026761899E1,5.166400075E-1,1.174779981E-1,-4.635976791E0
5.027264147E1,9.163720012E-1,2.504360080E-1,-5.748806000E0
5.027766392E1,6.325200200E-1,-3.376799822E-2,-5.416569233E0
5.028268638E1,5.995579958E-1,1.587609947E-1,-6.363016129E0
5.028770884E1,6.048520207E-1,-1.620029956E-1,-6.004159927E0
5.029273132E1,2.338709980E-1,-1.311820000E-1,-6.937470913E0
5.029775378E1,2.217579931E-1,-4.428989887E-1,-6.663500786E0
5.030277611E1,1.571599953E-2,-4.823560119E-1,-7.135008812E0
5.030779847E1,-6.686000153E-3,-7.968779802E-1,-6.986149788E0
5.031282096E1,3.901999816E-2,-1.060744047E0,-7.001263142E0
5.031784340E1,-8.019999950E-4,-1.220962048E0,-6.979241848E0
5.032286587E1,-2.190279961E-1,-1.377935052E0,-6.662866116E0
5.032788832E1,-8.407700062E-2,-1.551175952E0,-6.781130791E0
5.033291074E1,-2.488780022E-1,-1.767506957E0,-6.349799156E0
5.033793317E1,-1.797170043E-1,-1.800506949E0,-6.465621948E0
5.034295564E1,-1.804910004E-1,-1.878119946E0,-5.917718887E0
5.034797809E1,-1.372690052E-1,-1.967203021E0,-6.058551788E0
5.035300054E1,-1.807119995E-1,-1.872401953E0,-5.690536022E0
5.035802300E1,-8.032000065E-2,-1.943899989E0,-5.754302979E0
5.036304533E1,2.172699943E-2,-1.830916047E0,-5.432786942E0
5.036806769E1,-5.925799906E-2,-1.922024012E0,-5.530617237E0
5.037309017E1,3.539080024E-1,-1.706709027E0,-4.949770927E0
5.037811262E1,1.611160040E-1,-1.780099988E0,-5.258726120E0
5.038313508E1,2.979019880E-1,-1.730389953E0,-4.406661987E0
5.038815754E1,2.175129950E-1,-1.699376941E0,-4.600024223E0
5.039318000E1,-5.272800103E-2,-1.632681012E0,-3.932178974E0
5.039820247E1,3.600100055E-2,-1.630681992E0,-4.239523888E0
5.040322488E1,-1.079579964E-1,-1.679553986E0,-3.497477055E0
5.040824731E1,-2.059050053E-1,-1.550672054E0,-3.678042889E0
5.041326979E1,-1.092130020E-1,-1.517284036E0,-3.271090984E0
5.041829225E1,-1.429499984E-1,-1.497439981E0,-3.459764004E0
5.042331471E1,-1.266590059E-1,-1.355741978E0,-2.932003975E0
5.042833717E1,-1.378650069E-1,-1.242895961E0,-3.157618999E0
5.043335963E1,-2.459480017E-1,-1.434329987E0,-2.118027925E0
5.043838209E1,-1.571229994E-1,-1.228724957E0,-2.648156881E0
5.044340456E1,-2.283039987E-1,-1.439730048E0,-1.085263014E0
5.044842702E1,-2.868439853E-1,-1.152241945E0,-1.702828050E0
5.045344934E1,-2.214969993E-1,-1.370599031E0,-2.738199942E-2
5.045847170E1,-2.296410054E-1,-1.087986946E0,-6.635699868E-1
5.046349418E1,-2.161030024E-1,-1.278928041E0,1.118947029E0
5.046851662E1,-2.111079991E-1,-9.633619785E-1,5.301700234E-1
5.047353905E1,-5.026080012E-1,-1.014891982E0,2.139688969E0
5.047856148E1,-3.399940133E-1,-7.755969763E-1,1.592448950E0
5.048358395E1,-5.576599836E-1,-9.396100044E-1,3.110136032E0
5.048860640E1,-5.757499933E-1,-6.052730083E-1,2.519475937E0
5.049362885E1,-5.023059845E-1,-8.783429861E-1,4.462689877E0
5.049865131E1,-4.995459914E-1,-5.172640085E-1,3.728606939E0
5.050367377E1,-3.823899925E-1,-7.978379726E-1,5.958515167E0
5.050869623E1,-4.622029960E-1,-5.199850202E-1,5.214676857E0
5.051371855E1,1.019949988E-1,-5.825200081E-1,6.937446117E0
5.051874091E1,-2.257310003E-1,-4.491829872E-1,6.560398102E0
5.052376339E1,6.453649998E-1,-1.801110059E-1,6.593586922E0
5.052878584E1,3.979760110E-1,-2.595880032E-1,6.949100018E0
5.053380832E1,5.019080043E-1,4.036110044E-1,5.204738140E0
5.053883077E1,5.398480296E-1,1.709550023E-1,5.945517063E0
5.054385318E1,6.836689711E-1,5.561910272E-1,4.275547028E0
5.054887561E1,4.530819952E-1,5.960639715E-1,4.614664078E0
5.055389808E1,8.283640146E-1,4.974730015E-1,4.338079929E0
5.055892053E1,6.939049959E-1,6.209200025E-1,4.196889877E0
5.056394300E1,9.206039906E-1,3.389199823E-2,5.073203087E0
5.056896546E1,8.149719834E-1,3.770050108E-1,4.644176960E0
5.057398793E1,2.061190009E-1,-2.593930066E-1,6.142484188E0
5.057901039E1,6.338350177E-1,5.234500021E-2,5.612794876E0
5.058403272E1,-6.691960096E-1,-7.871339917E-1,7.495612144E0
5.058905508E1,-1.716009974E-1,-2.765139937E-1,6.748995781E0
5.059407756E1,-1.085201979E0,-1.362691045E0,9.374231339E0
5.059910000E1,-8.222190142E-1,-8.320159912E-1,8.424465179E0
5.060412247E1,-8.553990126E-1,-1.716179013E0,1.100482464E1
5.060914493E1,-8.927760124E-1,-1.433716059E0,1.028258324E1
5.061416735E1,-2.021609992E-1,-1.766193032E0,1.098652744E1
5.061918978E1,-4.305140078E-1,-1.690515995E0,1.126739597E1
5.062421224E1,7.248599827E-2,-1.126523972E0,8.838512421E0
5.062923470E1,7.722499967E-2,-1.557054043E0,1.008549023E1
5.063425716E1,5.800570250E-1,-8.294919729E-1,6.220015049E0
5.063927962E1,2.574670017E-1,-1.028527975E0,7.435309887E0
5.064430195E1,1.337255955E0,-3.836190104E-1,3.969779015E0
5.064932431E1,8.578320146E-1,-8.810279965E-1,5.014282227E0
5.065434678E1,1.817741036E0,-9.344500303E-2,1.543537974E0
5.065936922E1,1.417449951E0,-4.082399905E-1,2.780530930E0
5.066439168E1,2.049326897E0,2.264640033E-1,-4.764589965E-1
5.066941414E1,1.729388952E0,-1.269139946E-1,4.582589865E-1
5.067443660E1,1.851722002E0,3.677810133E-1,-1.815346003E0
5.067945906E1,1.666371942E0,1.286139935E-1,-1.217682958E0
5.068448148E1,1.382660031E0,3.335349858E-1,-2.278239012E0
5.068950391E1,1.369212031E0,2.222660035E-1,-2.135201931E0
5.069452637E1,9.538289905E-1,1.284970045E-1,-2.120434046E0
5.069954882E1,9.646130204E-1,1.608259976E-1,-2.258447886E0
5.070457129E1,4.341520071E-1,-8.026900142E-2,-1.524299026E0
5.070959375E1,6.591230035E-1,-5.748699978E-2,-1.821828008E0
5.071461610E1,-1.471200027E-2,-2.027650028E-1,-1.193925977E0
5.071963847E1,2.428449988E-1,-1.794659942E-1,-1.311162949E0
5.072466094E1,-3.708040118E-1,-1.639949977E-1,-1.393427968E0
5.072968339E1,-7.463700324E-2,-2.094500065E-1,-1.206884027E0
5.073470585E1,-5.408539772E-1,-4.233400151E-2,-2.249403000E0
5.073972831E1,-3.308790028E-1,-1.834809929E-1,-1.789075971E0
5.074475078E1,-5.837339759E-1,9.702000022E-2,-3.136126041E0
5.074977324E1,-4.216890037E-1,-7.748399675E-2,-2.668679953E0
5.075479565E1,-6.532049775E-1,1.739590019E-1,-3.877670050E0
5.075981808E1,-4.357700050E-1,-1.374300011E-2,-3.599615097E0
5.076484055E1,-6.218050122E-1,2.281460017E-1,-4.494844913E0
5.076986300E1,-4.595060050E-1,7.511000149E-3,-4.174402237E0
5.077488546E1,-6.255480051E-1,4.504700005E-2,-4.925580025E0
5.077990792E1,-4.355930090E-1,-5.410800129E-2,-4.789338112E0
5.078493025E1,-5.115410089E-1,-4.544200003E-2,-5.316918850E0
5.078995262E1,-3.544729948E-1,-1.516100019E-1,-5.082517147E0
5.079497511E1,-3.889040053E-1,-2.120109946E-1,-5.431592941E0
5.079999755E1,-2.136610001E-1,-3.501980007E-1,-5.392716885E0
5.080502002E1,-3.347049952E-1,-3.332189918E-1,-5.306355000E0
5.081004248E1,-8.261899650E-2,-4.065630138E-1,-5.350750923E0
5.081506488E1,-4.074119925E-1,-4.001550078E-1,-5.097860813E0
5.082008731E1,-4.244599864E-2,-5.201650262E-1,-5.187006950E0
5.082510977E1,-3.664149940E-1,-4.816690087E-1,-5.069540977E0
5.083013223E1,-8.345399797E-2,-5.866150260E-1,-5.031966209E0
5.083515469E1,-1.287990063E-1,-4.272170067E-1,-5.070371151E0
5.084017715E1,4.283700138E-2,-6.115509868E-1,-4.990512848E0
5.084519948E1,3.873339891E-1,-3.580360115E-1,-5.292448044E0
5.085022185E1,3.650619984E-1,-6.255480051E-1,-5.126039982E0
5.085524432E1,8.000479937E-1,-3.737510145E-1,-5.419381142E0
5.086026677E1,7.849839926E-1,-6.407719851E-1,-5.263033867E0
5.086528923E1,9.880430102E-1,-5.197129846E-1,-5.618224144E0
5.087031169E1,9.386360049E-1,-7.609390020E-1,-5.449194908E0
5.087533416E1,9.474899769E-1,-6.803209782E-1,-5.563701153E0
5.088035662E1,1.022544026E0,-9.626169801E-1,-5.502871037E0
5.088537910E1,7.740120292E-1,-9.234290123E-1,-5.514519215E0
5.089040156E1,9.063680172E-1,-1.120185018E0,-5.433677197E0
5.089542396E1,7.562670112E-1,-1.181547999E0,-5.149794102E0
5.090044639E1,8.176550269E-1,-1.296679020E0,-5.264708042E0
5.090546886E1,9.502009749E-1,-1.440351963E0,-4.604695797E0
5.091049132E1,9.004899859E-1,-1.427410960E0,-4.852554798E0
5.091551365E1,8.181260228E-1,-1.563462019E0,-3.718012094E0
5.092053602E1,9.069989920E-1,-1.516000032E0,-4.207928181E0
5.092555850E1,5.146620274E-1,-1.792853951E0,-2.203375101E0
5.093058094E1,6.710749865E-1,-1.502609015E0,-3.088219881E0
5.093560343E1,1.828159988E-1,-1.897302032E0,-7.497529984E-1
5.094062589E1,3.277069926E-1,-1.532199025E0,-1.559968948E0
5.094564829E1,-9.198399633E-2,-1.742275953E0,7.101320028E-1
5.095067072E1,-2.988800034E-2,-1.465226054E0,-9.485899657E-2
5.095569319E1,-9.174499661E-2,-1.530202031E0,1.983176947E0
5.096071564E1,-1.194059998E-1,-1.248586059E0,1.250751019E0
5.096573810E1,4.342199862E-2,-1.278838038E0,2.926551104E0
5.097076057E1,-2.085440010E-1,-1.020709038E0,2.367126942E0
5.097578288E1,4.708360136E-1,-1.106281996E0,3.902403116E0
5.098080525E1,7.947900146E-2,-8.732360005E-1,3.321389914E0
5.098582773E1,7.847719789E-1,-9.143469930E-1,4.875588894E0
5.099085017E1,4.284099936E-1,-7.250930071E-1,4.345689774E0
5.099587266E1,9.852629900E-1,-7.678170204E-1,5.549180031E0
5.100089512E1,6.866809726E-1,-6.113070250E-1,5.194013119E0
5.100591758E1,9.683439732E-1,-5.494999886E-1,5.744037151E0
5.101094004E1,8.078510165E-1,-4.806480110E-1,5.678795815E0
5.101596246E1,6.551499963E-1,-2.590880096E-1,5.330595970E0
5.102098490E1,7.058699727E-1,-2.900049984E-1,5.577935219E0
5.102600733E1,2.926320136E-1,9.387800097E-2,4.394967079E0
5.103102979E1,3.880200088E-1,-2.754000016E-2,4.911915779E0
5.103605225E1,2.314070016E-1,4.910030067E-1,3.505873919E0
5.104107471E1,2.103410065E-1,3.108600080E-1,3.911079884E0
5.104609704E1,1.247270033E-1,8.072900176E-1,3.125200987E0
5.105111940E1,1.956070065E-1,6.483309865E-1,3.208586931E0
5.105614188E1,4.479900002E-2,9.595450163E-1,2.892720938E0
5.106116432E1,9.461600333E-2,8.563899994E-1,3.045089006E0
5.106618678E1,-9.425999969E-2,8.341420293E-1,3.396465063E0
5.107120924E1,-2.617299929E-2,9.508190155E-1,2.985271931E0
5.107623173E1,-8.665200323E-2,1.496199965E-1,4.876453876E0
5.108125420E1,-1.578820050E-1,6.638039947E-1,3.992341995E0
5.108627661E1,7.396700233E-2,-9.232400060E-1,6.816944122E0
5.109129904E1,-1.038269997E-1,-7.414399832E-2,5.798623085E0
5.109632150E1,-1.245400030E-2,-2.072571039E0,9.053806305E0
5.110134396E1,-9.131000377E-3,-1.180420995E0,7.891769886E0
5.110636629E1,-8.816019893E-1,-2.810684919E0,1.058106232E1
5.111138865E1,-4.697949886E-1,-2.168962002E0,9.965559006E0
5.111641114E1,-1.404608965E0,-2.977752924E0,1.039937592E1
